idx,time,OOB
91,2022-05-31 16:23:17.792457,4.662508384451402
92,2022-05-31 16:23:18.797336,4.714918609025078
93,2022-05-31 16:23:19.802914,4.726173911713074
94,2022-05-31 16:23:20.807775,4.988199833739921
95,2022-05-31 16:23:21.813336,5.209188378582852
96,2022-05-31 16:23:22.829869,5.4343010925993855
97,2022-05-31 16:23:23.835708,5.671450377731273
98,2022-05-31 16:23:24.838514,5.6067638644704285
99,2022-05-31 16:23:25.842189,5.886721427440565
100,2022-05-31 16:23:26.847831,5.941264303931396
101,2022-05-31 16:23:27.851004,6.108586748984846
102,2022-05-31 16:23:28.856679,6.159500187957106
103,2022-05-31 16:23:29.861134,6.134935653325324
104,2022-05-31 16:23:30.867046,6.29725865569696
105,2022-05-31 16:23:31.873010,6.497046776625847
106,2022-05-31 16:23:32.878700,6.756654022308461
107,2022-05-31 16:23:33.884475,6.704003231844031
108,2022-05-31 16:23:34.890379,6.965382216418813
109,2022-05-31 16:23:35.896114,7.018624810146182
110,2022-05-31 16:23:36.897485,6.85637239781417
111,2022-05-31 16:23:37.903442,6.841648554600424
112,2022-05-31 16:23:38.910727,7.077865205169227
113,2022-05-31 16:23:39.916660,7.37499091736005
114,2022-05-31 16:23:40.921564,7.460746239537388
115,2022-05-31 16:23:41.928511,7.3665273794517745
116,2022-05-31 16:23:42.931473,7.658535167179915
117,2022-05-31 16:23:43.936395,7.4889074178938815
118,2022-05-31 16:23:44.941821,7.548358925122298
119,2022-05-31 16:23:45.943489,7.765149588032555
120,2022-05-31 16:23:46.944708,7.6119558563663015
121,2022-05-31 16:23:47.950162,7.63231728898557
122,2022-05-31 16:23:48.955776,7.646819189153118
123,2022-05-31 16:23:49.956964,7.718578708232027
124,2022-05-31 16:23:50.962814,7.767225528605845
125,2022-05-31 16:23:51.967514,8.063657473292004
126,2022-05-31 16:23:52.973731,8.166049742926006
127,2022-05-31 16:23:53.979823,8.353569005388263
128,2022-05-31 16:23:54.985924,8.595315654826477
129,2022-05-31 16:23:55.987536,8.486453499617792
130,2022-05-31 16:23:56.991044,8.402072184830262
131,2022-05-31 16:23:57.993722,8.433702839761724
132,2022-05-31 16:23:58.999671,8.59311808024386
133,2022-05-31 16:24:00.005821,8.821733900782903
134,2022-05-31 16:24:01.011859,8.735067634736703
135,2022-05-31 16:24:02.013330,8.66391165925982
136,2022-05-31 16:24:03.017953,8.466286320548814
137,2022-05-31 16:24:04.023854,8.563285809195765
138,2022-05-31 16:24:05.029692,8.727359283026972
139,2022-05-31 16:24:06.035577,8.734485094652378
140,2022-05-31 16:24:07.041511,8.517830133988237
141,2022-05-31 16:24:08.045412,8.684724009641029
142,2022-05-31 16:24:09.051302,8.780189931363253
143,2022-05-31 16:24:10.057294,8.784625789836118
144,2022-05-31 16:24:11.058821,8.990265082502988
145,2022-05-31 16:24:12.060327,8.844322455680981
146,2022-05-31 16:24:13.066201,8.867771912841889
147,2022-05-31 16:24:14.072267,9.110390618365358
148,2022-05-31 16:24:15.074078,9.366254551743905
149,2022-05-31 16:24:16.081145,9.38768174207556
150,2022-05-31 16:24:17.087056,9.095523242283413
151,2022-05-31 16:24:18.092083,9.066180010973747
152,2022-05-31 16:24:19.097974,9.006469670912015
153,2022-05-31 16:24:20.103795,8.866756918178345
154,2022-05-31 16:24:21.109569,9.13069134088276
155,2022-05-31 16:24:22.111615,9.270730787876811
156,2022-05-31 16:24:23.117519,9.483196926972663
157,2022-05-31 16:24:24.123455,9.286821753227088
158,2022-05-31 16:24:25.129408,9.52093934694604
159,2022-05-31 16:24:26.131793,9.67517868281116
160,2022-05-31 16:24:27.135516,9.654576979425823
161,2022-05-31 16:24:28.140514,9.492719025227863
162,2022-05-31 16:24:29.146539,9.486125276992142
163,2022-05-31 16:24:30.152560,9.55609307095091
164,2022-05-31 16:24:31.158395,9.681686134290212
165,2022-05-31 16:24:32.161643,9.600908406697654
166,2022-05-31 16:24:33.167652,9.848727288289552
167,2022-05-31 16:24:34.174822,9.98407090677087
168,2022-05-31 16:24:35.178006,10.028465110510759
169,2022-05-31 16:24:36.180500,10.315439625470795
170,2022-05-31 16:24:37.186079,9.872631280492621
171,2022-05-31 16:24:38.189750,9.756947386085228
172,2022-05-31 16:24:39.190908,9.582782106174687
173,2022-05-31 16:24:40.196667,9.881057884229103
174,2022-05-31 16:24:41.198727,9.879406734630152
175,2022-05-31 16:24:42.204335,10.04904408587298
176,2022-05-31 16:24:43.210085,10.291171086749443
177,2022-05-31 16:24:44.215721,10.258374017376706
178,2022-05-31 16:24:45.217511,10.17280010962395
179,2022-05-31 16:24:46.219482,10.337702558453413
180,2022-05-31 16:24:47.225541,10.148539256571283
181,2022-05-31 16:24:48.232415,10.422638524672383
182,2022-05-31 16:24:49.235936,10.414962321047469
183,2022-05-31 16:24:50.240056,10.220916796385438
184,2022-05-31 16:24:51.241509,10.191268489310014
185,2022-05-31 16:24:52.247557,10.155173987181938
186,2022-05-31 16:24:53.253582,10.44104885324972
187,2022-05-31 16:24:54.255811,10.565952966535209
188,2022-05-31 16:24:55.261718,10.786346465613441
189,2022-05-31 16:24:56.264633,11.033532661592345
190,2022-05-31 16:24:57.270605,10.929046608744288
191,2022-05-31 16:24:58.276482,10.89537508098095
192,2022-05-31 16:24:59.281519,10.742838504991893
193,2022-05-31 16:25:00.285202,10.565218505023685
194,2022-05-31 16:25:01.291118,10.60686416746221
195,2022-05-31 16:25:02.293800,10.442007450489875
196,2022-05-31 16:25:03.299754,10.637661777781936
197,2022-05-31 16:25:04.305279,10.550274711852632
198,2022-05-31 16:25:05.310893,10.73779249450328
199,2022-05-31 16:25:06.315297,10.945936340332885
200,2022-05-31 16:25:07.321241,10.74217918950488
201,2022-05-31 16:25:08.323078,11.029098392703103
202,2022-05-31 16:25:09.328725,10.979303114478547
203,2022-05-31 16:25:10.329495,10.86160057158581
204,2022-05-31 16:25:11.335304,10.751879324123678
205,2022-05-31 16:25:12.338529,10.58787755231177
206,2022-05-31 16:25:13.344422,10.43106630813596
207,2022-05-31 16:25:14.350415,10.555088694269523
208,2022-05-31 16:25:15.356463,10.723056289845939
209,2022-05-31 16:25:16.362380,10.745499663649687
210,2022-05-31 16:25:17.366717,10.36849692266061
211,2022-05-31 16:25:18.372468,10.575396879374836
212,2022-05-31 16:25:19.378556,10.569634517423832
213,2022-05-31 16:25:20.384677,10.646637771805723
214,2022-05-31 16:25:21.390524,10.830024383672303
215,2022-05-31 16:25:22.396581,10.811247321303387
216,2022-05-31 16:25:23.402393,11.084777849261574
217,2022-05-31 16:25:24.408364,11.267142234040751
218,2022-05-31 16:25:25.411203,11.23515120031678
219,2022-05-31 16:25:26.414562,11.100427847618029
220,2022-05-31 16:25:27.420460,11.01778364901554
221,2022-05-31 16:25:28.427072,10.965808539532404
222,2022-05-31 16:25:29.431791,10.80641320455667
223,2022-05-31 16:25:30.447769,10.645418730637765
224,2022-05-31 16:25:31.452604,10.636313482573158
225,2022-05-31 16:25:32.458426,10.76069971645131
226,2022-05-31 16:25:33.464360,10.707340676547908
227,2022-05-31 16:25:34.466942,10.626641956480013
228,2022-05-31 16:25:35.468292,10.834821804687618
229,2022-05-31 16:25:36.474106,10.971964102661211
230,2022-05-31 16:25:37.479978,10.48565844697665
231,2022-05-31 16:25:38.482754,10.55517971042765
232,2022-05-31 16:25:39.489352,10.705031447361199
233,2022-05-31 16:25:40.495230,10.785624726565972
234,2022-05-31 16:25:41.499504,11.069297815972462
235,2022-05-31 16:25:42.505433,10.926129279495091
236,2022-05-31 16:25:43.511331,11.162141477278984
237,2022-05-31 16:25:44.514684,11.166802533581937
238,2022-05-31 16:25:45.519433,11.063096684439255
239,2022-05-31 16:25:46.524109,11.29676965456183
240,2022-05-31 16:25:47.530101,11.093995483850716
241,2022-05-31 16:25:48.536029,11.332421686760618
242,2022-05-31 16:25:49.537927,11.462289201708561
243,2022-05-31 16:25:50.543623,11.62725113514515
244,2022-05-31 16:25:51.549370,11.51120811180619
245,2022-05-31 16:25:52.555122,11.584200643305374
246,2022-05-31 16:25:53.560174,11.790299689486503
247,2022-05-31 16:25:54.566072,11.931079752487497
248,2022-05-31 16:25:55.570792,12.057198175194772
249,2022-05-31 16:25:56.573372,11.975916283136842
250,2022-05-31 16:25:57.579461,11.784300575977083
251,2022-05-31 16:25:58.581432,11.622726651814805
252,2022-05-31 16:25:59.587045,11.877629293114325
253,2022-05-31 16:26:00.589621,11.849117014639964
254,2022-05-31 16:26:01.593106,12.05129712668021
255,2022-05-31 16:26:02.594896,12.096816801716098
256,2022-05-31 16:26:03.597786,11.9105204250065
257,2022-05-31 16:26:04.603101,11.842914585690389
258,2022-05-31 16:26:05.605129,12.023226880983605
259,2022-05-31 16:26:06.610955,11.858196052380944
260,2022-05-31 16:26:07.613994,11.577328001547613
261,2022-05-31 16:26:08.615945,11.824314666583792
262,2022-05-31 16:26:09.618956,11.653882921315102
263,2022-05-31 16:26:10.624367,11.714471477182423
264,2022-05-31 16:26:11.629460,11.550282981009934
265,2022-05-31 16:26:12.633395,11.617741525167672
266,2022-05-31 16:26:13.638757,11.75308396927358
267,2022-05-31 16:26:14.640250,11.753585994323789
268,2022-05-31 16:26:15.645515,11.887689768264227
269,2022-05-31 16:26:16.648036,11.956870823494995
270,2022-05-31 16:26:17.652567,11.945222234690796
271,2022-05-31 16:26:18.656070,11.892996482704511
272,2022-05-31 16:26:19.657155,12.09698966746187
273,2022-05-31 16:26:20.662379,12.316258409383503
274,2022-05-31 16:26:21.667209,12.50985249248195
275,2022-05-31 16:26:22.673201,12.574777507464878
276,2022-05-31 16:26:23.677836,12.666440106884055
277,2022-05-31 16:26:24.684009,12.759515632463058
278,2022-05-31 16:26:25.688790,12.93036715214396
279,2022-05-31 16:26:26.693271,13.09871967907138
280,2022-05-31 16:26:27.698933,12.631773074532118
281,2022-05-31 16:26:28.700660,12.531819435117242
282,2022-05-31 16:26:29.702099,12.460846364021688
283,2022-05-31 16:26:30.706535,12.59952165811745
284,2022-05-31 16:26:31.709771,12.446232374669226
285,2022-05-31 16:26:32.712147,12.441241046597344
286,2022-05-31 16:26:33.714243,12.660103028671871
287,2022-05-31 16:26:34.716980,12.556980793476194
288,2022-05-31 16:26:35.720224,12.47059627787403
289,2022-05-31 16:26:36.722620,12.548571374232727
290,2022-05-31 16:26:37.725394,12.446571317670854
291,2022-05-31 16:26:38.730179,12.601017404931481
292,2022-05-31 16:26:39.736157,12.62467479200582
293,2022-05-31 16:26:40.742089,12.806078567736987
294,2022-05-31 16:26:41.748035,12.999726619891055
295,2022-05-31 16:26:42.750310,12.915524205280214
296,2022-05-31 16:26:43.756197,13.189617256768432
297,2022-05-31 16:26:44.758673,13.242912095523614
298,2022-05-31 16:26:45.764529,13.423361047164487
299,2022-05-31 16:26:46.768515,13.35478314716787
300,2022-05-31 16:26:47.773070,13.22721825282553
301,2022-05-31 16:26:48.778652,13.045912127522762
302,2022-05-31 16:26:49.783885,13.239850230263183
303,2022-05-31 16:26:50.789830,13.322699037379454
304,2022-05-31 16:26:51.794579,13.502952724971964
305,2022-05-31 16:26:52.797179,13.569101218770893
306,2022-05-31 16:26:53.798431,13.547203472587697
307,2022-05-31 16:26:54.804055,13.439328751885904
308,2022-05-31 16:26:55.809892,13.534520599431309
309,2022-05-31 16:26:56.815404,13.621547500742617
310,2022-05-31 16:26:57.817170,13.533294214648183
311,2022-05-31 16:26:58.823021,13.54026939449797
312,2022-05-31 16:26:59.826904,13.770394592660681
313,2022-05-31 16:27:00.829535,13.851407028986287
314,2022-05-31 16:27:01.835778,13.864961314893952
315,2022-05-31 16:27:02.839787,13.993358283509346
316,2022-05-31 16:27:03.845540,14.119677965362687
317,2022-05-31 16:27:04.849703,14.27385091177978
318,2022-05-31 16:27:05.853467,14.439777392485244
319,2022-05-31 16:27:06.859294,14.728526649400207
320,2022-05-31 16:27:07.864748,14.490701943733203
321,2022-05-31 16:27:08.866486,14.489619310282809
322,2022-05-31 16:27:09.869434,14.384931621572882
323,2022-05-31 16:27:10.873017,14.490527854987487
324,2022-05-31 16:27:11.873882,14.566591273563935
325,2022-05-31 16:27:12.875061,14.624451754997166
326,2022-05-31 16:27:13.880954,14.46511030765613
327,2022-05-31 16:27:14.886599,14.598280709943657
328,2022-05-31 16:27:15.890787,14.673265108979177
329,2022-05-31 16:27:16.896585,14.676166779469973
330,2022-05-31 16:27:17.901999,14.524376708300874
331,2022-05-31 16:27:18.907471,14.566442075931834
332,2022-05-31 16:27:19.908630,14.531139638993876
333,2022-05-31 16:27:20.910026,14.56545346028977
334,2022-05-31 16:27:21.914804,14.382687057166184
335,2022-05-31 16:27:22.919746,14.640347728295744
336,2022-05-31 16:27:23.922214,14.55114512028503
337,2022-05-31 16:27:24.925439,14.783376992953691
338,2022-05-31 16:27:25.931347,14.89291858394801
339,2022-05-31 16:27:26.936980,15.007228822001807
340,2022-05-31 16:27:27.956662,14.547671476475601
341,2022-05-31 16:27:28.962571,14.676265238940537
342,2022-05-31 16:27:29.968350,14.507328345203572
343,2022-05-31 16:27:30.973070,14.485579963391167
344,2022-05-31 16:27:31.977264,14.590498661727018
345,2022-05-31 16:27:32.981398,14.747241225411248
346,2022-05-31 16:27:33.982659,14.818824127268295
347,2022-05-31 16:27:34.983559,14.857836178638463
348,2022-05-31 16:27:35.986897,15.126341491417197
349,2022-05-31 16:27:36.991651,15.106532444018274
350,2022-05-31 16:27:37.997264,14.837017897902394
351,2022-05-31 16:27:39.003634,14.869878421752167
352,2022-05-31 16:27:40.009591,14.696239085891381
353,2022-05-31 16:27:41.011329,14.984367413607783
354,2022-05-31 16:27:42.017171,14.830647872851262
355,2022-05-31 16:27:43.021580,14.955970129607826
356,2022-05-31 16:27:44.027608,14.971989434635896
357,2022-05-31 16:27:45.034403,14.869010228007054
358,2022-05-31 16:27:46.040393,15.150963654697035
359,2022-05-31 16:27:47.042901,15.217922559086464
360,2022-05-31 16:27:48.048949,15.029225264345532
361,2022-05-31 16:27:49.054647,14.928986401078236
362,2022-05-31 16:27:50.072879,14.85196601309833
363,2022-05-31 16:27:51.076719,14.895855067708606
364,2022-05-31 16:27:52.081821,14.989920045580519
365,2022-05-31 16:27:53.085310,15.087108529605137
366,2022-05-31 16:27:54.090957,15.330751381731783
367,2022-05-31 16:27:55.112185,15.610408095877888
368,2022-05-31 16:27:56.118104,15.862789970803709
369,2022-05-31 16:27:57.123024,15.96584134857787
370,2022-05-31 16:27:58.129162,15.852300577921302
371,2022-05-31 16:27:59.135130,15.986896836955967
372,2022-05-31 16:28:00.141072,16.238538274157268
373,2022-05-31 16:28:01.147039,16.44992309090246
374,2022-05-31 16:28:02.149357,16.67868019093696
375,2022-05-31 16:28:03.156095,16.815753783002922
376,2022-05-31 16:28:04.157450,17.071927099958668
377,2022-05-31 16:28:05.163427,16.918268272646863
378,2022-05-31 16:28:06.168062,17.13296726143976
379,2022-05-31 16:28:07.174013,17.114369790639284
380,2022-05-31 16:28:08.178817,16.732880435739407
381,2022-05-31 16:28:09.180102,16.661657436033355
382,2022-05-31 16:28:10.186938,16.70168478020622
383,2022-05-31 16:28:11.192907,16.95771375431733
384,2022-05-31 16:28:12.197619,16.767221051963162
385,2022-05-31 16:28:13.202144,16.845850453115435
386,2022-05-31 16:28:14.207424,16.893917237337718
387,2022-05-31 16:28:15.213252,16.78795172927475
388,2022-05-31 16:28:16.219231,16.770943012543047
389,2022-05-31 16:28:17.224164,16.721351039485626
390,2022-05-31 16:28:18.230066,16.443876518900407
391,2022-05-31 16:28:19.236307,16.347284834549068
392,2022-05-31 16:28:20.237983,16.14879563468383
393,2022-05-31 16:28:21.242850,16.359511048815545
394,2022-05-31 16:28:22.248831,16.355085633800318
395,2022-05-31 16:28:23.250877,16.54448456276174
396,2022-05-31 16:28:24.256880,16.645894450068546
397,2022-05-31 16:28:25.258729,16.902404837812934
398,2022-05-31 16:28:26.264631,17.125187273321828
399,2022-05-31 16:28:27.270638,17.015184736801608
400,2022-05-31 16:28:28.276341,16.794841230556095
401,2022-05-31 16:28:29.282197,16.70170161262032
402,2022-05-31 16:28:30.288165,16.532820347127696
403,2022-05-31 16:28:31.294543,16.48778063070896
404,2022-05-31 16:28:32.300578,16.343348069837333
405,2022-05-31 16:28:33.306563,16.548413345415895
406,2022-05-31 16:28:34.312517,16.47577276924478
407,2022-05-31 16:28:35.318450,16.688002450631963
408,2022-05-31 16:28:36.324009,16.49134215681705
409,2022-05-31 16:28:37.330325,16.680796945918605
410,2022-05-31 16:28:38.336040,16.568073733557227
411,2022-05-31 16:28:39.341963,16.599460487678844
412,2022-05-31 16:28:40.347092,16.891770383014876
413,2022-05-31 16:28:41.352896,17.11325130192701
414,2022-05-31 16:28:42.358705,17.087100652170086
415,2022-05-31 16:28:43.364409,17.175115505079386
416,2022-05-31 16:28:44.371215,17.427432331998446
417,2022-05-31 16:28:45.391665,17.621029663884066
418,2022-05-31 16:28:46.394610,17.803140490279016
419,2022-05-31 16:28:47.400549,17.635215907812373
420,2022-05-31 16:28:48.406518,17.17458217176657
421,2022-05-31 16:28:49.412498,17.415009306576337
422,2022-05-31 16:28:50.418467,17.469888430497228
423,2022-05-31 16:28:51.423909,17.30417476396389
424,2022-05-31 16:28:52.429794,17.530423992741156
425,2022-05-31 16:28:53.435715,17.71108536699249
426,2022-05-31 16:28:54.440121,17.950689878581596
427,2022-05-31 16:28:55.444591,18.194680536756483
428,2022-05-31 16:28:56.451291,18.239975498868645
429,2022-05-31 16:28:57.456602,18.375700682335527
430,2022-05-31 16:28:58.462508,18.353204993751973
431,2022-05-31 16:28:59.464226,18.439072435959208
432,2022-05-31 16:29:00.467167,18.655613743050438
433,2022-05-31 16:29:01.473037,18.71696496209923
434,2022-05-31 16:29:02.477470,18.802235939827163
435,2022-05-31 16:29:03.480178,18.832804131646252
436,2022-05-31 16:29:04.486206,18.819394561829892
437,2022-05-31 16:29:05.490783,18.65672068401587
438,2022-05-31 16:29:06.492068,18.845030502672206
439,2022-05-31 16:29:07.498103,18.868408400035236
440,2022-05-31 16:29:08.504001,18.66781481345597
441,2022-05-31 16:29:09.509991,18.65958171941023
442,2022-05-31 16:29:10.515023,18.4789234261105
443,2022-05-31 16:29:11.516402,18.52475399658247
444,2022-05-31 16:29:12.520210,18.40974710533109
445,2022-05-31 16:29:13.526270,18.687102029938114
446,2022-05-31 16:29:14.532243,18.948654477981
447,2022-05-31 16:29:15.537398,18.82749144018809
448,2022-05-31 16:29:16.544145,19.103017419592426
449,2022-05-31 16:29:17.546352,19.05179616389568
450,2022-05-31 16:29:18.548538,18.866907804638988
451,2022-05-31 16:29:19.554993,19.068867653547777
452,2022-05-31 16:29:20.560960,19.25363309901215
453,2022-05-31 16:29:21.566922,19.331341116492332
454,2022-05-31 16:29:22.572916,19.295729100944722
455,2022-05-31 16:29:23.578864,19.388839571165313
456,2022-05-31 16:29:24.582465,19.390074232596543
457,2022-05-31 16:29:25.588600,19.47975054290647
458,2022-05-31 16:29:26.591361,19.28663257653717
459,2022-05-31 16:29:27.597210,19.43589168160572
460,2022-05-31 16:29:28.600084,19.116972848841215
461,2022-05-31 16:29:29.601372,19.04309721319102
462,2022-05-31 16:29:30.603271,19.142158439190418
463,2022-05-31 16:29:31.608976,18.982053024679786
464,2022-05-31 16:29:32.614130,18.841202368939562
465,2022-05-31 16:29:33.618703,18.804340286217034
466,2022-05-31 16:29:34.621257,18.839649297317315
467,2022-05-31 16:29:35.626889,18.75593237562367
468,2022-05-31 16:29:36.639399,18.881901811339656
469,2022-05-31 16:29:37.645112,18.848101133426717
470,2022-05-31 16:29:38.648049,18.566374074671955
471,2022-05-31 16:29:39.654006,18.54543030561446
472,2022-05-31 16:29:40.660128,18.588879547004957
473,2022-05-31 16:29:41.662986,18.811321200417364
474,2022-05-31 16:29:42.664369,18.989846782953073
475,2022-05-31 16:29:43.666914,18.904137248234893
476,2022-05-31 16:29:44.671944,18.979243521084932
477,2022-05-31 16:29:45.676720,19.155725820290982
478,2022-05-31 16:29:46.682387,19.026802626972778
479,2022-05-31 16:29:47.689791,19.266309217013195
480,2022-05-31 16:29:48.690617,19.242372918104685
481,2022-05-31 16:29:49.693366,19.526790442995388
482,2022-05-31 16:29:50.699196,19.385822668729663
483,2022-05-31 16:29:51.705124,19.29496416360486
484,2022-05-31 16:29:52.707579,19.278819820837867
485,2022-05-31 16:29:53.709076,19.437061895848203
486,2022-05-31 16:29:54.715036,19.459684346956408
487,2022-05-31 16:29:55.720081,19.349320028143488
488,2022-05-31 16:29:56.725996,19.617502294861474
489,2022-05-31 16:29:57.728222,19.746939020092903
490,2022-05-31 16:29:58.734367,19.664286309474104
491,2022-05-31 16:29:59.735767,19.67416431144577
492,2022-05-31 16:30:00.741449,19.605483093874863
493,2022-05-31 16:30:01.747424,19.78173036084531
494,2022-05-31 16:30:02.753444,19.74806797527784
495,2022-05-31 16:30:03.759519,19.64453758819767
496,2022-05-31 16:30:04.763767,19.675678839095724
497,2022-05-31 16:30:05.768115,19.856938859697074
498,2022-05-31 16:30:06.774131,19.98877035226038
499,2022-05-31 16:30:07.778870,20.014585903026763
500,2022-05-31 16:30:08.784841,19.626991490445498
501,2022-05-31 16:30:09.790879,19.746250998254364
502,2022-05-31 16:30:10.797184,19.732790271593878
503,2022-05-31 16:30:11.798711,19.863566665358235
504,2022-05-31 16:30:12.804680,19.906938819375124
505,2022-05-31 16:30:13.810592,20.009312955546275
506,2022-05-31 16:30:14.815969,19.85346334601268
507,2022-05-31 16:30:15.819797,19.795113444116325
508,2022-05-31 16:30:16.824440,19.63563714139717
509,2022-05-31 16:30:17.830452,19.66756467601615
510,2022-05-31 16:30:18.832593,19.2370974104873
511,2022-05-31 16:30:19.837994,19.09518520092152
512,2022-05-31 16:30:20.843192,19.20798754848644
513,2022-05-31 16:30:21.846172,19.32819620757838
514,2022-05-31 16:30:22.847245,19.36408186171977
515,2022-05-31 16:30:23.853028,19.37215018638064
516,2022-05-31 16:30:24.856000,19.35140408557199
517,2022-05-31 16:30:25.857051,19.354837138349108
518,2022-05-31 16:30:26.862942,19.260673295621803
519,2022-05-31 16:30:27.865935,19.539816681910008
520,2022-05-31 16:30:28.870433,19.430287254914095
521,2022-05-31 16:30:29.876366,19.65519969464456
522,2022-05-31 16:30:30.877575,19.85069665123351
523,2022-05-31 16:30:31.880339,19.695879968792973
524,2022-05-31 16:30:32.885872,19.873457204549737
525,2022-05-31 16:30:33.891714,19.84228600605741
526,2022-05-31 16:30:34.893511,19.949573507956664
527,2022-05-31 16:30:35.899435,19.818768748377195
528,2022-05-31 16:30:36.905339,19.898399940927316
529,2022-05-31 16:30:37.907311,19.919062676234365
530,2022-05-31 16:30:38.913200,19.834799064564287
531,2022-05-31 16:30:39.919008,20.10523831845418
532,2022-05-31 16:30:40.920159,19.934189031001125
533,2022-05-31 16:30:41.923117,19.776814883182713
534,2022-05-31 16:30:42.928506,19.84255567299127
